Taxon	Control.CSUSM	Zeus.CSUSM	Brewers.Gold.CSUSM	Neo1.CSUSM	Comet.CSUSM	Columbus.CSUSM	Saaz72.CSUSM	Sorachi.Ace.CSUSM	Southern.Cross.CSUSM	Hallertauer.CSUSM	Fuggle.UK
seq334 Bauldia;sp44364	0.001	0.0003	0.0003	0.0003	0.0006	0.0001	0.0003	0.0002	0.0011	0.0012	0.0005
seq73 Bauldia;sp44364	0.001	0.0013	0.0032	0.0022	0.0018	0.0018	0.0046	0.001	0.0033	0.0024	0.0009
seq39 Bauldia;sp44364	0.0026	0.001	0.0085	0.0051	0.0018	0.0014	0.0019	0.0017	0.0034	0.0041	0.0026
seq77 Bauldia;sp44364	0.0015	0.0008	0.0043	0.0029	0.0015	0.0018	0.0012	0.001	0.0031	0.0032	0.0018
seq1076 Bauldia;sp44359-sp44364	1e-06	0.0004	1e-06	1e-06	1e-06	1e-06	1e-06	0.0003	1e-06	0.0001	0.0008
seq320 Bauldia;sp44359	0.0006	0.0005	0.0002	0.0003	0.0001	0.0001	0.003	0.0003	0.0005	0.0007	0.0006
seq2640 Bauldia;sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06
seq3656 Bauldia;sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06
seq1052 Bauldia;sp44359	0.0001	0.0005	1e-06	0.0003	1e-06	1e-06	0.0001	1e-06	0.0002	0.0001	0.0001
seq4635 Bauldia;consociata-sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq2652 Bauldia;consociata	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq1951 Bauldia;consociata	0.0002	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06	1e-06
seq848 Bauldia;consociata	0.0002	0.001	0.0001	1e-06	1e-06	0.0002	1e-06	1e-06	0.0003	1e-06	0.0001
seq2303 Bauldia;sp44362	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06
seq182 Bauldia;litoralis	0.0008	0.0014	0.0012	0.0004	0.001	0.0011	0.0005	0.0013	0.0012	0.0011	0.0005
seq2969 Bauldia;litoralis	0.0001	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06
seq1425 Bauldia;sp44362	1e-06	0.0002	1e-06	1e-06	1e-06	1e-06	0.0002	1e-06	0.0001	0.0002	0.0003
seq2046 Bauldia;sp44362	0.0004	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq2217 Bauldia;sp44362	0.0002	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq2741 Bauldia;sp44362	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06
seq455 Bauldia;sp44362	0.0001	0.0003	0.0003	0.0007	0.0003	0.0003	0.0001	0.0003	0.001	0.0009	0.0002
seq3819 Bauldia;consociata	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06	1e-06
seq3920 Bauldia;consociata	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq1211 Bauldia;consociata	0.0001	1e-06	0.0001	0.0003	1e-06	0.0001	0.0001	0.0001	0.0001	0.0002	1e-06
seq2417 Bauldia;consociata	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06
seq3863 Bauldia;consociata	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq4884 Bauldia;sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq1461 Bauldia;sp44359	0.0001	0.0002	1e-06	1e-06	1e-06	0.0001	1e-06	0.0001	0.0001	1e-06	1e-06
seq6590 Bauldia;sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq5736 Bauldia;sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq329 Bauldia;sp44359-sp44635	0.0004	0.0005	0.0007	0.0004	0.0002	0.0001	0.0003	0.0004	0.0012	0.0012	0.0011
seq3542 Bauldia;sp44359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06
