Taxon	Control.CSUSM	Zeus.CSUSM	Brewers.Gold.CSUSM	Neo1.CSUSM	Comet.CSUSM	Columbus.CSUSM	Saaz72.CSUSM	Sorachi.Ace.CSUSM	Southern.Cross.CSUSM	Hallertauer.CSUSM	Fuggle.UK
seq5036 Bryobacter;sp2498	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq5302 Bryobacter;sp2498	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq5496 Bryobacter;sp2461-sp2489	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq5966 Bryobacter;sp2433-sp2461-sp2489	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq3526 Bryobacter;sp2461	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq708 Bryobacter;sp2516	0.0006	0.0001	0.0004	0.0002	1e-06	0.0002	0.0001	0.0001	0.0004	0.0002	0.0002
seq4183 Bryobacter;sp2516	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06
seq3758 Bryobacter;sp2516	0.0001	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq1750 Bryobacter;sp2516	1e-06	1e-06	1e-06	0.0003	0.0001	1e-06	1e-06	0.0001	1e-06	1e-06	0.0001
seq951 Bryobacter;sp2512	0.0001	0.0004	1e-06	0.0001	1e-06	0.0002	0.0001	0.0003	1e-06	1e-06	0.0005
seq258 Bryobacter;sp2523	0.0004	0.0002	0.0002	0.0017	0.0002	0.0004	0.0008	0.0007	0.0015	0.0013	0.0012
seq978 Bryobacter;sp2523	0.0002	1e-06	0.0007	0.0005	1e-06	1e-06	1e-06	1e-06	0.0004	1e-06	1e-06
seq5769 Bryobacter;sp2523	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq4998 Bryobacter;sp2523	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq3185 Bryobacter;sp2523	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0001
seq4963 Bryobacter;sp2523	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
seq2320 Bryobacter;sp2523	1e-06	0.0001	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0002	1e-06	1e-06
seq3752 Bryobacter;sp2523	1e-06	1e-06	1e-06	0.0001	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
